conference,unique_id,title,code_urls
neurips,8183,Deep Anomaly Detection Using Geometric Transformations,['https://github.com/izikgo/AnomalyDetectionTransformations']
neurips,8186,Adaptive Methods for Nonconvex Optimization,['https://github.com/stefan-it/nmt-en-vi']
neurips,8187,Object-Oriented Dynamics Predictor,['https://github.com/mig-zh/OODP']
neurips,8188,Adaptive Skip Intervals: Temporal Abstraction for Recurrent Dynamical Models,"['https://github.com/neitzal/asi-tasks', 'https://github.com/neitzal/adaptive-skip-intervals']"
neurips,8189,Scalable End-to-End Autonomous Vehicle Testing via Rare-event Simulation,['https://github.com/SullyChen/Autopilot-TensorFlow']
neurips,8190,Reinforcement Learning for Solving the Vehicle Routing Problem,['https://github.com/OptMLGroup/VRP-RL']
neurips,8191,ATOMO: Communication-efficient Learning via Atomic Sparsification,['https://github.com/hwang595/ATOMO']
neurips,8194,Maximizing acquisition functions for Bayesian optimization,['https://github.com/j-wilson/MaximizingAcquisitionFunctions']
neurips,8203,Learning to Reason with Third Order Tensor Products,['https://github.com/ischlag/TPR-RNN']
neurips,8204,Memory Augmented Policy Optimization for Program Synthesis and Semantic Parsing,"['https://github.com/theSparta/neural-symbolic-machines', 'https://github.com/crazydonkey200/neural-symbolic-machines']"
neurips,8205,Persistence Fisher Kernel: A Riemannian Manifold Kernel for Persistence Diagrams,['https://github.com/lttam/PersistenceFisher']
neurips,8206,Neural Voice Cloning with a Few Samples,['https://github.com/SforAiDl/Neural-Voice-Cloning-With-Few-Samples']
neurips,8208,Scalable Laplacian K-modes,['https://github.com/imtiazziko/SLK']
neurips,8213,Low-Rank Tucker Decomposition of Large Tensors Using TensorSketch,['https://github.com/OsmanMalik/tucker-tensorsketch']
neurips,8214,A Simple Cache Model for Image Recognition,['https://github.com/eminorhan/simple-cache']
neurips,8216,Bayesian Nonparametric Spectral Estimation,['https://github.com/GAMES-UChile/BayesianSpectralEstimation']
neurips,8224,Glow: Generative Flow with Invertible 1x1 Convolutions,"['https://github.com/openai/glow', 'https://github.com/chrischute/glow', 'https://github.com/musyoku/generative-flow', 'https://github.com/musyoku/chainer-glow', 'https://github.com/rosinality/glow-pytorch', 'https://github.com/ex4sperans/variational-inference-with-normalizing-flows', 'https://github.com/ikostrikov/pytorch-flows']"
neurips,8226,Generalizing Point Embeddings using the Wasserstein Space of Elliptical Distributions,"['https://github.com/BorisMuzellec/EllipticalEmbeddings', 'https://github.com/albpurpura/PE4IR']"
neurips,8235,Learning and Inference in Hilbert Space with Quantum Graphical Models,['https://github.com/cmdowney/hsehqmm']
neurips,8238,Gaussian Process Prior Variational Autoencoders,['https://github.com/fpcasale/GPPVAE']
neurips,8239,3D Steerable CNNs: Learning Rotationally Equivariant Features in Volumetric Data,['https://github.com/mariogeiger/se3cnn']
neurips,8242,Mesh-TensorFlow: Deep Learning for Supercomputers,['https://github.com/tensorflow/mesh']
neurips,8246,Using Trusted Data to Train Deep Networks on Labels Corrupted by Severe Noise,['https://github.com/mmazeika/glc']
neurips,8247,Discretely Relaxing Continuous Variables for tractable Variational Inference,"['https://github.com/treforevans/direct', 'https://github.com/treforevans/direct']"
neurips,8248,Regret bounds for meta Bayesian optimization with an unknown Gaussian process prior,['https://github.com/beomjoonkim/MetaLearnBO']
neurips,8253,Complex Gated Recurrent Neural Networks,['https://github.com/v0lta/Complex-gated-recurrent-neural-networks']
neurips,8255,Streamlining Variational Inference for Constraint Satisfaction Problems,['https://github.com/ermongroup/streamline-vi-csp']
neurips,8257,Improved Network Robustness with Adversary Critic,['https://github.com/aam-at/adversary_critic']
neurips,8262,Understanding Regularized Spectral Clustering via Graph Conductance,['https://github.com/yzhang672/NeurlPS18']
neurips,8266,Thermostat-assisted continuously-tempered Hamiltonian Monte Carlo for Bayesian learning,['https://github.com/hsvgbkhgbv/TACTHMC']
neurips,8270,Autoconj: Recognizing and Exploiting Conjugacy Without a Domain-Specific Language,"['https://github.com/google-research/autoconj', 'https://github.com/pyro-ppl/funsor']"
neurips,8271,DropBlock: A regularization method for convolutional networks,"['https://github.com/gan3sh500/dropblock', 'https://github.com/yuyijie1995/dropblock_mxnet_bottom_implemention', 'https://github.com/iantimmis/DropBlock-Keras-Implementation', 'https://github.com/yeonwoo90/drops', 'https://github.com/DHZS/tf-dropblock']"
neurips,8272,Forward Modeling for Partial Observation Strategy Games - A StarCraft Defogger,['https://github.com/facebookresearch/starcraft_defogger']
neurips,8273,"With Friends Like These, Who Needs Adversaries?",['https://github.com/torrvision/whoneedsadversaries']
neurips,8277,Bias and Generalization in Deep Generative Models: An Empirical Study,"['https://github.com/ermongroup/BiasAndGeneralization', 'https://github.com/rakhimovv/GenerativeLatentFlow']"
neurips,8281,Multi-value Rule Sets for Interpretable Classification with Feature-Efficient Representations,['https://github.com/wangtongada/MRS']
neurips,8282,Domain Adaptation by Using Causal Inference to Predict Invariant Conditional Distributions,['https://github.com/caus-am/dom_adapt']
neurips,8292,Multiple Instance Learning for Efficient Sequential Data Classification on Resource-constrained Devices,['https://github.com/Microsoft/EdgeML']
neurips,8293,Transfer of Deep Reactive Policies for MDP Planning,['https://github.com/dair-iitd/torpido']
neurips,5094,Dynamic Clustering via Asymptotics of the Dependent Dirichlet Process Mixture,['https://github.com/trevorcampbell/dynamic-means']
neurips,5047,Stochastic blockmodel approximation of a graphon: Theory and consistent estimation,"['https://github.com/airoldilab/SBA', 'https://github.com/airoldilab/SBA']"
neurips,5027,Zero-Shot Learning Through Cross-Modal Transfer,"['https://github.com/mganjoo/zslearning', 'https://github.com/mansimane/zslearning_baseline']"
neurips,5018,Learning to Prune in Metric and Non-Metric Spaces,['https://github.com/searchivarius/NonMetricSpaceLib']
neurips,4873,Bayesian entropy estimation for binary spike train data using parametric prior knowledge,['https://github.com/pillowlab/CDMentropy']
neurips,5086,Multi-Task Bayesian Optimization,['https://github.com/HIPS/Spearmint']
neurips,5071,Translating Embeddings for Modeling Multi-relational Data,['https://github.com/Accenture/AmpliGraph']
neurips,5041,Phase Retrieval using Alternating Minimization,['https://github.com/Jay-Lewis/phase_retrieval']
neurips,5021,Distributed Representations of Words and Phrases and their Compositionality,"['https://github.com/mari756h/The_unemployed_cells', 'https://github.com/ghlee0304/NLP-with-tensorflow-pytorch', 'https://github.com/JunpengCode/Technical-Documents', 'https://github.com/slme1109/lyrics-generator', 'https://github.com/inejc/paragraph-vectors', 'https://github.com/shutterstock/spark-phrases', 'https://github.com/scalleri/marinara_embeddings', 'https://github.com/Dr-Lord/ML-Kaggle-2018', 'https://github.com/MirkoLenz/ReCAP-Argument-Graph-Retrieval', 'https://github.com/JunpengCode/Papers', 'https://github.com/dmitryaleks/sequence-models', 'https://github.com/Ismailhachimi/Text-Classification', 'https://github.com/kefirski/pytorch_RVAE', 'https://github.com/theeluwin/pytorch-sgns', 'https://github.com/eske/multivec', 'https://github.com/bcbarsness/nlp_practicum_cohort2', 'https://github.com/slme1109/Lyrics_Generator_Using_LSTM', 'https://github.com/dkohlsdorf/RustWord2Vec', 'https://github.com/ravi3222/DUPLICATE_PRODUCT_DETECTION', 'https://github.com/dhyeon/ingredient-vectors', 'https://github.com/omrylcn/NLP_Works', 'https://github.com/RaRe-Technologies/gensim-data', 'https://github.com/dantetam/twitterServerAuth', 'https://github.com/singhmanish979/Text-Anlaytics', 'https://github.com/CongBao/ChatBot', 'https://github.com/arvind385801/paraphraseGen']"
neurips,5776,Expressing an Image Stream with a Sequence of Natural Sentences,['https://github.com/cesc-park/CRCN']
neurips,5638,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"['https://github.com/vincentzhang/faster-rcnn-fcn', 'https://github.com/ithuanhuan/py-fatser-rcnn', 'https://github.com/jkulhanek/faster-rcnn-pytorch', 'https://github.com/bareblackfoot/lddp-tf-faster-rcnn', 'https://github.com/daxiapazi/faster-rcnn', 'https://github.com/lukewenMX/RCNN_simple_detection', 'https://github.com/zacks417/faster-rcnn-tf', 'https://github.com/cantaible/tf-faster-rcnn-note', 'https://github.com/xinpingwang/tf-faster-rcnn', 'https://github.com/salman-ghauri/keras_frcnn', 'https://github.com/rbgirshick/py-faster-rcnn', 'https://github.com/PengchengAi/tf-faster-rcnn-pcai', 'https://github.com/dafanghe/Tensorflow_SceneText_Oriented_Box_Predictor', 'https://github.com/lucs-C/tf-faster-rcnn-master', 'https://github.com/saumya-jetley/pp_ICVSS15_TacklingBkgndDifferently', 'https://github.com/endernewton/tf-faster-rcnn', 'https://github.com/zhoujqhappy/simpledet_tf', 'https://github.com/spideralessio/coconutnut', 'https://github.com/mengyingfei/faster-rcnn-tf', 'https://github.com/xunhen/py-faster-rcnn-wjc', 'https://github.com/XinlueLiu/TensorFlow-classifiers', 'https://github.com/raycad/object-detection', 'https://github.com/clemkoa/faster-rcnn', 'https://github.com/rohun-tripathi/simpledet-pr', 'https://github.com/zhiqwang/image-captioning', 'https://github.com/chengzhengxin/groupsoftmax-simpledet', 'https://github.com/makefile/frcnn', 'https://github.com/lincaiming/py-faster-rcnn-update', 'https://github.com/ChielBruin/ros_faster_rcnn', 'https://github.com/kosmels/nsiete', 'https://github.com/facebookresearch/detectron', 'https://github.com/yzgrfsy/tf-fastrcnn-crop', 'https://github.com/ChestnutLi/tf-faster-rcnn', 'https://github.com/achiyaj/vqa-sandbox', 'https://github.com/csmiler/tf-faster-rcnn-cpu', 'https://github.com/jooyounghun/AI-Team-5', 'https://github.com/soulguy/Faster-rcnn', 'https://github.com/jiajunhua/facebookresearch-Detectron', 'https://github.com/xzgz/faster-rcnn', 'https://github.com/ShaoqingRen/faster_rcnn', 'https://github.com/chenyuntc/simple-faster-rcnn-pytorch', 'https://github.com/pransen/faster_rcnn', 'https://github.com/rickyHong/pytorch-faster-rcnn-repl', 'https://github.com/zxqcreations/faster-rcnn-tf', 'https://github.com/Sunnyhoster/tf-faster-rcnn', 'https://github.com/Bigwode/rebar-detection-competition', 'https://github.com/anlimo1510/faster-rcnn', 'https://github.com/xzabg/faster-rcnn-with-Caltech', 'https://github.com/tensorpack/tensorpack/tree/master/examples/FasterRCNN', 'https://github.com/metu-kovan/METU-ALET', 'https://github.com/tusimple/simpledet', 'https://github.com/adityaarun1/pytorch_fast-er_rcnn', 'https://github.com/ColdNoodler/py-faster-rcnn-cuda10', 'https://github.com/rickyHong/py-faster-rcnn-repl', 'https://github.com/nebulaed/Faster-R-CNN', 'https://github.com/aryanshomray/object-detection', 'https://github.com/lincaiming/py-faster-rcnn-windows', 'https://github.com/OFRIN/Tensorflow_YOLOv1', 'https://github.com/Gojay001/DeepLearning-pwcn', 'https://github.com/wayne1204/NOAA-fish-finding', 'https://github.com/smallcorgi/Faster-RCNN_TF', 'https://github.com/rickyHong/py-faster-rcnn-repl-cudnn5-support', 'https://github.com/guanfuchen/py-faster-rcnn', 'https://github.com/nautilus261/tf-faster-rcnn', 'https://github.com/clemkoa/fasterrcnn', 'https://github.com/yanxp/rcnn-discovery', 'https://github.com/playerkk/face-py-faster-rcnn', 'https://github.com/Arthur-Shi/py-faster-rcnn', 'https://github.com/ruotianluo/pytorch-faster-rcnn', 'https://github.com/evaristr/py-faster_rcnn', 'https://github.com/busyboxs/faster_rcnn_voc', 'https://github.com/rickyHong/faster-rcnn-tensorflow-repl', 'https://github.com/chcyj/my-project', 'https://github.com/leonardhan1979/fasterRCNN', 'https://github.com/cantaible/tf-faster-rcnn', 'https://github.com/neuqgz/modify-faster-rcnn-tf', 'https://github.com/Kenneth-Wong/tf-faster-rcnn', 'https://github.com/kevinjliang/tf-Faster-RCNN', 'https://github.com/yfnn/fused-model', 'https://github.com/zhiqwang/crnn.pytorch', 'https://github.com/sonnguyen64/horus-tf-faster-rcnn', 'https://github.com/stanley-king/cuda10-py3-faster-rcnn', 'https://github.com/AkashGanesan/PedestrianAttention', 'https://github.com/noelcodes/cloth-recognition-version2', 'https://github.com/zhong110020/py-faster-rcnn', 'https://github.com/mayankagarwal44442/Object-Detection-and-localization', 'https://github.com/ithuanhuan/gpu-py3-faster-rcnn', 'https://github.com/jiggles546/60499_Project', 'https://github.com/qilei123/pyfasterrcnn', 'https://github.com/Alibhji/Paper-Review', 'https://github.com/cftang0827/pedestrian_detection_ssdlite', 'https://github.com/zly9844/py-faster-rcnn', 'https://github.com/alexoterno/Faster_R-CNN', 'https://github.com/1512159/tf-faster-rcnn-medico', 'https://github.com/huan123/py-fatser-rcnn', 'https://github.com/PythonZhengbinChen/tf-faster-rcnn-cpu', 'https://github.com/WalterMa/gluon-faster-rcnn', 'https://github.com/root-master/pose-anomaly-detection', 'https://github.com/yfnn/person_subclass', 'https://github.com/insigh/Faster-RCNN-Tensorflow', 'https://github.com/xuan-vy-nguyen/fasterRCNN-just-run-demo', 'https://github.com/jfc4050/detect-to-track', 'https://github.com/sunqiangxtcsun/faster-rcnn', 'https://github.com/UPCLJ/py-faster-rcnn', 'https://github.com/r06942054/NOTE-RCNN', 'https://github.com/charlesYangM/py-faster-rcnn-80.28', 'https://github.com/godspeedcurry/lung-nodule-detection', 'https://github.com/phtruongan/py-faster-rcnn-docker', 'https://github.com/wlhoyt/Faster-R-Cnn', 'https://github.com/leochangzliao/OPBM']"
neurips,5857,Inferring Algorithmic Patterns with Stack-Augmented Recurrent Nets,"['https://github.com/yandexdataschool/AgentNet', 'https://github.com/facebook/Stack-RNN']"
neurips,5633,Texture Synthesis Using Convolutional Neural Networks,"['https://github.com/mdsarfarazulh/deep-texture-synthesis-cnn-keras', 'https://github.com/DmitryUlyanov/texture_nets', 'https://github.com/leongatys/DeepTextures', 'https://github.com/ryanwebster90/image-synthesis-lab2', 'https://github.com/ryersonvisionlab/two-stream-dyntex-synth', 'https://github.com/inzouzouwetrust/IMA_RWCNN_project', 'https://github.com/meet-minimalist/Texture-Synthesis-Using-Convolutional-Neural-Networks']"
neurips,5742,Top-k Multiclass SVM,['https://github.com/mlapin/libsdca']
neurips,5787,Tensorizing Neural Networks,"['https://github.com/Bihaqo/TensorNet', 'https://github.com/timgaripov/TensorNet-TF', 'https://github.com/philip-bl/tensorizing_neural_networks-novikov_2015', 'https://github.com/Gyiming/MobileSLAM', 'https://github.com/jemisjoky/torchmps']"
neurips,5986,Parallelizing MCMC with Random Partition Trees,['https://github.com/wwrechard/random-tree-parallel-MCMC']
neurips,5702,Estimating Mixture Models via Mixtures of Polynomials,"['https://github.com/sidaw/mompy', 'https://github.com/sidaw/polymom']"
neurips,5892,Barrier Frank-Wolfe for Marginal Inference,['https://github.com/clinicalml/fw-inference']
neurips,5847,Attention-Based Models for Speech Recognition,"['https://github.com/jin-zhe/deeplearning', 'https://github.com/CKRC24/Listen-and-Translate']"
neurips,5782,Character-level Convolutional Networks for Text Classification,"['https://github.com/mhjabreel/CharCnn_Keras', 'https://github.com/threelittlemonkeys/text-cnn-pytorch', 'https://github.com/threelittlemonkeys/cnn-text-classification-pytorch', 'https://github.com/HeyLynne/char_cnn', 'https://github.com/zhangxiangxiao/Crepe', 'https://github.com/gaussic/text-classification-cnn-rnn', 'https://github.com/ahmedbesbes/character-based-cnn', 'https://github.com/mhjabreel/CharCNN', 'https://github.com/AskingQ/If-or-If-not', 'https://github.com/lonePatient/char-cnn-text-classification']"
neurips,5761,Deep learning with Elastic Averaging SGD,"['https://github.com/JoeriHermans/dist-keras', 'https://github.com/duanders/mpi_learn', 'https://github.com/sixin-zh/mpiT', 'https://github.com/vlimant/mpi_learn', 'https://github.com/uoguelph-mlrg/Theano-MPI', 'https://github.com/vlimant/NNLO', 'https://github.com/cerndb/dist-keras', 'https://github.com/mila-udem/platoon']"
neurips,5955,Convolutional LSTM Network: A Machine Learning Approach for Precipitation Nowcasting,"['https://github.com/trichtu/ConvLSTM-RAU-net', 'https://github.com/bluove/Question', 'https://github.com/DandelionX/research-references']"
neurips,5774,Shepard Convolutional Neural Networks,['https://github.com/jimmy-ren/vcnn_double-bladed/tree/master/applications/Shepard_CNN']
neurips,5890,Gradient-free Hamiltonian Monte Carlo with Efficient Kernel Exponential Families,['https://github.com/karlnapf/kernel_hmc']
neurips,5865,Efficient Exact Gradient Update for training Deep Networks with Very Large Sparse Targets,['https://github.com/pascal20100/factored_output_layer']
neurips,5956,Scheduled Sampling for Sequence Prediction with Recurrent Neural Networks,"['https://github.com/zhangzibin/char-rnn-chinese', 'https://github.com/Chung-I/Variational-Recurrent-Autoencoder-Tensorflow', 'https://github.com/kaikai-sk/char-rnn-chinese', 'https://github.com/theamrzaki/text_summurization_abstractive_methods']"
neurips,5942,Scalable Semi-Supervised Aggregation of Classifiers,['https://github.com/aikanor/marvin']
neurips,5858,Decoupled Deep Neural Network for Semi-supervised Semantic Segmentation,"['https://github.com/GoNgXiAoPeNg1/caffeBVLCplus', 'https://github.com/HyeonwooNoh/caffe', 'https://github.com/baucheng/caffeFA', 'https://github.com/QinXiaodong/caffeQinxiao']"
neurips,5936,Less is More: Nyström Computational Regularization,['https://github.com/LCSL/NystromCoRe']
neurips,5667,Infinite Factorial Dynamical Model,['https://github.com/franrruiz/iFDM']
neurips,5945,Teaching Machines to Read and Comprehend,"['https://github.com/deepmind/rc-data', 'https://github.com/zhengcj1/ChID-Dataset', 'https://github.com/shuxiaobo/QA-Experiment', 'https://github.com/facebookresearch/ParlAI']"
neurips,5648,Learning to Transduce with Unbounded Memory,"['https://github.com/viking-sudo-rm/StackNN', 'https://github.com/tensorflow/tensor2tensor/blob/master/tensor2tensor/models/research/neural_stack.py']"
neurips,5852,Learning to Segment Object Candidates,['https://github.com/facebookresearch/deepmask']
neurips,5854,Spatial Transformer Networks,"['https://github.com/renato145/stn', 'https://github.com/ppriyank/Deep-neural-network-for-traffic-sign-recognition-systems', 'https://github.com/kevinzakka/spatial-transformer-network', 'https://github.com/oarriaga/spatial_transformer_networks', 'https://github.com/tensorpack/tensorpack/tree/master/examples/SpatialTransformer', 'https://github.com/maxmatical/pytorch-projects', 'https://github.com/HelioStrike/Spatial-Transformation-Network', 'https://github.com/moodstocks/gtsrb.torch', 'https://github.com/darr/spatial_transformer_networks', 'https://github.com/SkafteNicki/ddtn', 'https://github.com/mimikaan/Attention-Model', 'https://github.com/kinik93/Spatial-Transformer-Network-application', 'https://github.com/eonr/CompVision', 'https://github.com/Sooram/cnn', 'https://github.com/Sooram/stn', 'https://github.com/breadbread1984/SpatialTransformLayer-tf2.0', 'https://github.com/qassemoquab/stnbhwd', 'https://github.com/sbillburg/CRNN-with-STN', 'https://github.com/IBM/MAX-Spatial-Transformer-Network', 'https://github.com/N0Wire/Traffic-Sign-Detection']"
neurips,5953,Natural Neural Networks,['https://github.com/awur978/Autoencoder']
neurips,5938,Collaborative Filtering with Graph Information: Consistency and Scalable Methods,['https://github.com/rofuyu/exp-grmf-nips15']
neurips,5668,Variational Information Maximisation for Intrinsically Motivated Reinforcement Learning,"['https://github.com/AidanRocke/variational_empowerment', 'https://github.com/Lham71/Maximising-Neural-Information-Processing']"
neurips,5954,Convolutional Networks on Graphs for Learning Molecular Fingerprints,"['https://github.com/debbiemarkslab/neural-fingerprint-theano', 'https://github.com/onakanob/Peptide_Graph_Autograd', 'https://github.com/HIPS/neural-fingerprint', 'https://github.com/pgniewko/solubility', 'https://github.com/SystemicCypher/Neural-Molecule-Fingerprints', 'https://github.com/Sarikaya-Lab-GEMSEC/Peptide_Graph_Autograd']"
neurips,5993,Generalization in Adaptive Data Analysis and Holdout Reuse,['https://github.com/DIDSR/ThresholdoutAUC']
neurips,5850,Training Very Deep Networks,"['https://github.com/LiyuanLucasLiu/LM-LSTM-CRF', 'https://github.com/yoonkim/lstm-char-cnn']"
neurips,5846,End-To-End Memory Networks,"['https://github.com/sy-sunmoon/Clever-Commenter-Let-s-Try-More-Apps', 'https://github.com/SeonbeomKim/TensorFlow-MemN2N', 'https://github.com/dare0021/MemN2N_Bench', 'https://github.com/thomlake/pytorch-attention', 'https://github.com/simonjisu/E2EMN', 'https://github.com/aadil-srivastava01/End-To-End-Memory-Networks', 'https://github.com/hizvi/memN2N', 'https://github.com/TommyWongww/reading-notes', 'https://github.com/pashu123/Q-A-chatbot', 'https://github.com/TommyWongww/MemoryNetworks', 'https://github.com/facebook/MazeBase', 'https://github.com/vinhkhuc/MemN2N-babi-python', 'https://github.com/domluna/memn2n', 'https://github.com/raunaks13/MemN2Ns', 'https://github.com/nbansal90/bAbi_QA', 'https://github.com/huiyinglu/NLP-Deep-Learning-Chatbot', 'https://github.com/google/neural-logic-machines', 'https://github.com/ishalyminov/memn2n', 'https://github.com/facebook/MemNN', 'https://github.com/sheryl-ai/MemGCN', 'https://github.com/cstghitpku/GateMemN2N', 'https://github.com/umutguneri/Question-Answering-Assistant', 'https://github.com/TDeepanshPandey/Chat_Bot', 'https://github.com/rakeshbm/QA-using-Torch', 'https://github.com/prashil2792/Question-Answering-System-Deep-Learning', 'https://github.com/facebook/bAbI-tasks', 'https://github.com/Saurabh2798/Q-A-bot', 'https://github.com/harvardnlp/struct-attn', 'https://github.com/gryan12/chat-bot', 'https://github.com/uwnlp/qrn', 'https://github.com/stikbuf/Language_Modeling']"
neurips,5655,Deep Temporal Sigmoid Belief Networks for Sequence Modeling,['https://github.com/zhegan27/TSBN_code_NIPS2015']
neurips,5650,A Theory of Decision Making Under Dynamic Context,['https://github.com/mshvartsman/cddm']
neurips,5851,Deep Convolutional Inverse Graphics Network,"['https://github.com/willwhitney/dc-ign', 'https://github.com/DylanSpicker/STAT923-Final-Project']"
neurips,5666,Variational Dropout and the Local Reparameterization Trick,"['https://github.com/JavierAntoran/Bayesain-Neural-Networks', 'https://github.com/COMP6248-Reproducability-Challenge/Reproduction-of-Probabilistic-binary-neural-networks', 'https://github.com/baranoz/Variational-Dropout-with-pruning', 'https://github.com/jamesvuc/BBVI', 'https://github.com/JavierAntoran/Bayesian-Neural-Networks', 'https://github.com/JavierAntoran/Bayesian-Neural-Networks']"
neurips,5866,Pointer Networks,"['https://github.com/sblayush/summarization', 'https://github.com/ikostrikov/TensorFlow-Pointer-Networks', 'https://github.com/thomlake/pytorch-attention', 'https://github.com/sblayush/Tensorflow-Attention', 'https://github.com/PaddlePaddle/models', 'https://github.com/threelittlemonkeys/pointer-network-pytorch', 'https://github.com/devsisters/pointer-network-tensorflow', 'https://github.com/rizwan09/paper']"
neurips,5824,"Fast, Provable Algorithms for Isotonic Regression in all L_p-norms",['https://github.com/sachdevasushant/Isotonic']
neurips,5635,Grammar as a Foreign Language,"['https://github.com/PiyKat/Grammar-Checker', 'https://github.com/sunnysinghnitb/text-corrector-software', 'https://github.com/atpaino/deep-text-corrector', 'https://github.com/sunnysinghnitb/text_corrector_software', 'https://github.com/sambit9238/deep_text_corrector', 'https://github.com/kmadathil/sanskrit_parser', 'https://github.com/gongshuangshuang/deep-text-corrector']"
neurips,5859,Action-Conditional Video Prediction using Deep Networks in Atari Games,['https://github.com/yogi2578/GameEngineLearning']
neurips,5640,Exploring Models and Data for Image Question Answering,['https://github.com/abhigoyal1997/CS-763-Project']
neurips,5872,Efficient and Robust Automated Machine Learning,['https://github.com/automl/auto-sklearn']
neurips,5653,A Recurrent Latent Variable Model for Sequential Data,"['https://github.com/emited/VariationalRecurrentNeuralNetwork', 'https://github.com/jych/nips2015_vrnn']"
neurips,5949,Semi-supervised Sequence Learning,"['https://github.com/swen128/bert-sts', 'https://github.com/vijay120/bert', 'https://github.com/MaZhiyuanBUAA/bert-tf1.4.0', 'https://github.com/nmfisher/bert-modified', 'https://github.com/NathanDuran/BERT', 'https://github.com/fciannel/bert_fciannel', 'https://github.com/mayurnewase/Quora-Bert', 'https://github.com/brightmart/bert_customized', 'https://github.com/tyxr/bert', 'https://github.com/jangjoongkeon/JK', 'https://github.com/gxdalu-yaya/bert', 'https://github.com/why2000/DuReader-bert', 'https://github.com/flyliu2017/bert_modularized', 'https://github.com/AhmedSherifAST/bert', 'https://github.com/avinash-indix/bert_spike', 'https://github.com/lovedavidsilva/bert_old_version', 'https://github.com/karta282950/bert-multiclass', 'https://github.com/a414351664/Bert_MRC', 'https://github.com/chen-xiong-yi/OwnBERT', 'https://github.com/swen128/bert_scorer', 'https://github.com/icewing1996/bert_dep', 'https://github.com/YuanEric88/bert-nlu', 'https://github.com/DeokO/bert-excercise-ongoing', 'https://github.com/Gaozhen0816/BERT_QA_For_AILaw', 'https://github.com/SYangDong/bert-with-frozen-code', 'https://github.com/chrisleunglokhin/Capstone-BERT', 'https://github.com/deepset-ai/bert-tensorflow', 'https://github.com/frankcgq105/BERTCHEN', 'https://github.com/guoyaohua/BERT-Chinese-Annotation', 'https://github.com/flyliu2017/bert', 'https://github.com/Doffery/BERT-Sentiment-Analysis-Amazon-Review', 'https://github.com/layziezz/tesuto', 'https://github.com/Satan012/BERT', 'https://github.com/longbowking/bert', 'https://github.com/zapplea/bert', 'https://github.com/hoondori/what-i-want-to-learn', 'https://github.com/jageshmaharjan/BERT_Service', 'https://github.com/ahashisyuu/bert_wikiqa', 'https://github.com/meizi1114/bert', 'https://github.com/callmeivy/bert_squad', 'https://github.com/chiayewken/bert-qa', 'https://github.com/xesdiny/test-bert-master', 'https://github.com/guzhang480/Google_BERT', 'https://github.com/maxudong1993/mybert', 'https://github.com/Nstats/bert_MRC', 'https://github.com/mflotynski/ninja-bert', 'https://github.com/thanhlong1997/bert_quora', 'https://github.com/Shinya-Kouda/kgc', 'https://github.com/Nstats/bert_senti_analysis_ch', 'https://github.com/lennonzurich/lalala', 'https://github.com/svakulenk0/response_eval', 'https://github.com/xiaopingzhong/bert-finetune-for-classfier', 'https://github.com/felix-do-wizardry/bert_felix', 'https://github.com/myamamoto555/tf-bert', 'https://github.com/pengming617/bert_classification', 'https://github.com/arvieFrydenlund/bert', 'https://github.com/zsweet/BERT_zsw', 'https://github.com/TSLNIHAOGIT/bert_run', 'https://github.com/YYGXjpg/BERT_WL', 'https://github.com/Colanim/BERT_STS-B', 'https://github.com/tcnguyen/bert', 'https://github.com/tensorflow/models/tree/master/research/adversarial_text', 'https://github.com/shaikhzhas/bert', 'https://github.com/kingcheng2000/bert', 'https://github.com/goldenbili/Bert_Test3', 'https://github.com/huoyanfeilikesi/GOOGLE-BERT', 'https://github.com/semal/bert', 'https://github.com/bhavitvyamalik/bert', 'https://github.com/zhongyunuestc/bert_multitask', 'https://github.com/dongjun-Lee/transfer-learning-text-tf', 'https://github.com/Laura1021678398/CCF-Bert', 'https://github.com/Nstats/my_bert', 'https://github.com/woonzh/semantics', 'https://github.com/JNUpython/bert', 'https://github.com/saurabhkulkarni77/BERT_multilabel', 'https://github.com/saurabhnlp/bert', 'https://github.com/freedombenLiu/bert', 'https://github.com/goldenbili/Bert_Test2', 'https://github.com/TSLNIHAOGIT/bert', 'https://github.com/goldenbili/bert_lamb_pretrain', 'https://github.com/wayalhruhi/gogle_bert', 'https://github.com/jason1416/Predicting-Movie-Reviews-with-BERT', 'https://github.com/junhahyung/bert_finetune', 'https://github.com/rpuiggari/bert2', 'https://github.com/FengJiaChunFromSYSU/Bert', 'https://github.com/yiyc-kor/bert-study', 'https://github.com/JohannLee1996/bert', 'https://github.com/chrisseiler96/bert-client-server-tests', 'https://github.com/LoveYang/bert_test', 'https://github.com/yydai/bert_test', 'https://github.com/Kevin-Vora/bert-embedding-gluonnlp-edit-', 'https://github.com/MichaelZhouwang/LMlexsub', 'https://github.com/socc-io/piqaboo', 'https://github.com/luckynozomi/PPI_Bert', 'https://github.com/SummerRainET2008/BERT', 'https://github.com/autobotasia/vibert', 'https://github.com/faizansuhail89/bert', 'https://github.com/nicholasbao/nlp_job']"
neurips,5647,BinaryConnect: Training Deep Neural Networks with binary weights during propagations,"['https://github.com/MatthieuCourbariaux/BinaryConnect', 'https://github.com/ryuz/BinaryBrain', 'https://github.com/tensorpack/tensorpack/tree/master/examples/DoReFa-Net']"
