author_name,neurips_2019_affil
Wasim Huleihel,Tel-Aviv University
Muriel Medard,MIT
Soumyabrata Pal,University of Massachusetts Amherst
Haohan Wang,Carnegie Mellon University
Songwei Ge,Carnegie Mellon University
Allan Jabri,UC Berkeley
Kyle Hsu,University of Toronto
Ben Eysenbach,Carnegie Mellon University
Akshay Krishnamurthy,Microsoft
Andrew McGregor,University of Massachusetts Amherst
Jeff Donahue,DeepMind
Karen Simonyan,DeepMind
Haoze Wu,Stanford University
Clark Barrett,Stanford University
Raghuram Ramanujan,Davidson College
Boyi Liu,Northwestern University
Qi Cai,Northwestern University
Yair Bartal,Hebrew University
Nova Fandina,Hebrew University of Jerusalem
Ofer Neiman,Ben-Gurion University
Shinji Ito,"NEC Corporation,      University of Tokyo"
Daisuke Hatano,RIKEN AIP
Hanna Sumita,Tokyo Metropolitan University
Kei Takemura,NEC Corporation
Takuro Fukunaga,"Chuo University, JST PRESTO, RIKEN AIP"
Naonori Kakimura,Keio University
Ken-Ichi Kawarabayashi,National Institute of Informatics
Ankit Singh Rawat,Google Research
Yuan Cao,UCLA
Ziyin Liu,University of Tokyo
Zhikang Wang,University of Tokyo
Paul Pu Liang,Carnegie Mellon University
Louis-Philippe Morency,Carnegie Mellon University
Masahito Ueda,University of Tokyo
Boyu Wang,University of Western Ontario
Jorge Mendez,University of Pennsylvania
Mingbo Cai,Princeton University
Eric Eaton,University of Pennsylvania
Lemeng Wu,UT Austin
Lalit Jain,University of Washington
Tanner Fiez,University of Washington
Lillian Ratliff,University of Washington
Aditya Sharad Golatkar,UCLA
Alessandro Achille,AWS
Stefano Soatto,UCLA
Eric Price,University of Texas at Austin
Ehsan Hajiramezanali,Texas A&M University
Arman Hasanzadeh,Texas A&M University
Krishna Narayanan,Texas A&M University
Nick Duffield,Texas A&M University
Xiaoning Qian,Texas A&M
Tejas Kulkarni,DeepMind
Ankush Gupta,DeepMind
Catalin Ionescu,Deepmind
Sebastian Borgeaud,DeepMind
Malcolm Reynolds,DeepMind
Andrew Zisserman,DeepMind & University of Oxford
Volodymyr Mnih,DeepMind
Xueying Bai,Stony Brook University
Jian Guan,Tsinghua University
Hongning Wang,University of Virginia
Harikrishna Narasimhan,Google Research
Andrew Cotter,Google
Maya Gupta,Google
Jisoo Jeong,Seoul National University
Seungeui Lee,Seoul National University
Jeesoo Kim,Seoul National University
Nojun Kwak,Seoul National University
Xingye Qiao,Binghamton University
Jiexin Duan,Purdue University
Guang Cheng,Purdue University
Jessica Finocchiaro,University of Colorado Boulder
Rafael Frongillo,CU Boulder
CHAO LI,Xidian University
Shangqian Gao,University of Pittsburgh
Cheng Deng,Xidian University
De Xie,XiDian University
Jun Yang,University of Toronto
Shengyang Sun,University of Toronto
Daniel Roy,Univ of Toronto & Vector
Aya Abdelsalam Ismail,University of Maryland
Mohamed Gunady,University of Maryland
Luiz Pessoa,University of Maryland
Hector Corrada Bravo,University of Maryland
Eui Chul Shin,UC Berkeley
Miltiadis Allamanis,Microsoft Research
Marc Brockschmidt,Microsoft Research
Alex Polozov,Microsoft Research
Jonathan Lacotte,Stanford University
Mert Pilanci,Stanford
Marco Pavone,Stanford University
Xiaoyun Li,Rutgers University
Brian Cheung,UC Berkeley
Alexander Terekhov,"Awecom, Inc"
Yubei Chen,Berkeley AI Research UC Berkeley
Pulkit Agrawal,MIT
Bruno Olshausen,Redwood Center/UC Berkeley
Maryam Aliakbarpour,MIT
Ronitt Rubinfeld,"MIT, TAU"
Rui,"Ray) Zhang (School of Mathematics, Monash University"
Xingwu Liu,University of Chinese Academy of Sciences
Yuyi Wang,ETH Zurich
Devansh Arpit,Salesforce/MILA
Víctor Campos,Barcelona Supercomputing Center
Xiaoyi Gu,Carnegie Mellon University
Leman Akoglu,CMU
Shuyu Cheng,Tsinghua University
Yinpeng Dong,Tsinghua University
Tianyu Pang,Tsinghua University
Hang Su,Tsinghua Univiersity
Sitao Luan,"McGill University, Mila"
Mingde Zhao,Mila & McGill University
Xiao-Wen Chang,McGill University
Doina Precup,DeepMind
Mayank Agarwal,"IBM Research AI, MIT-IBM Watson AI Lab"
Soumya Ghosh,IBM Research
Kristjan Greenewald,IBM Research
Nghia Hoang,IBM Research
Chih-Kuan Yeh,Carnegie Mellon University
Cheng-Yu Hsieh,National Taiwan University
Arun Suggala,Carnegie Mellon University
David Inouye,Carnegie Mellon University
Niao He,UIUC
Yi Hao,"University of California, San Diego"
Alon Orlitsky,"University of California, San Diego"
Chenlin Meng,Stanford University
Gintare Karolina Dziugaite,Element AI
Mahdi Haghifam,University of Toronto
Jeffrey Negrea,University of Toronto
Ashish Khisti,University of Toronto
Aditya Bhaskara,University of Utah
Pruthuvi Wijewardena,University of Utah
Ke Wang,Cornell University
Hang Hua,Peking University
Xiaojun Wan,Peking University
Sumeet Katariya,UW-Madison and Amazon
Aditya Grover,Stanford University
Jiaming Song,Stanford University
Kenneth Tran,Microsoft Research
Alekh Agarwal,Microsoft Research
Dheeraj Baby,UC Santa Barbara
Farzin Haddadpour,Pennsylvania State university
Mohammad Mahdi Kamani,Pennsylvania State University
Mehrdad Mahdavi,Pennsylvania State University
Viveck Cadambe,Penn State
Shreyas Saxena,Apple
Oncel Tuzel,Apple
Dennis DeCoste,Apple
Shuai Zhao,Zhejiang University
Yang Wang,Huazhong University of Science and Technology
Zheng Yang,FABU
Deng Cai,ZJU
Gaurav Manek,Carnegie Mellon University
Simao Herdade,Yahoo Research
Armin Kappeler,Apple
Kofi Boakye,Yahoo Research
Joao Soares,Yahoo Research
Sharvaree Vadgama,University of Utah
Hong Xu,University of Utah
Joshua Susskind,Apple Inc.
Shuangfei Zhai,Apple
Walter Talbott,Apple
Carlos Guestrin,Apple & University of Washington
Pasha Khosravi,UCLA
YooJung Choi,UCLA
Yitao Liang,UCLA
Antonio Vergari,"University of California, Los Angeles"
Guy Van den Broeck,UCLA
Jiatao Gu,Facebook AI Research
Changhan Wang,Facebook AI Research
Junbo Zhao,New York University
Yair Carmon,Stanford University
Aditi Raghunathan,Stanford University
John Duchi,Stanford
Tomi Peltola,Aalto University
Mustafa Mert Çelikok,Aalto University
Pedram Daee,Aalto University
Samuel Kaski,Aalto University
Takumi Kobayashi,National Institute of Advanced Industrial Science and Technology
Albert Shaw,Deepscale
Yukai Liu,Caltech
Rose Yu,Northeastern University
Eric Zhan,Caltech
Ziniu Hu,UCLA
Yewen Wang,UCLA
Song Jiang,"University of California, Los Angeles"
Yizhou Sun,UCLA
Lizhong Ding,Inception Institute of Artificial Intelligence
Mengyang Yu,Inception Institute of Artificial Intelligence
Li Liu,Inception Institute of Artificial Intelligence
Fan Zhu,Inception Institute of Artificial Intelligence
Yong Liu,"Institute of Information Engineering, CAS"
Yu Li,King Abdullah University of Science and Technology
Ling Shao,Inception Institute of Artificial Intelligence
Anmol Kagrecha,Indian Institute of Technology Bombay
Jayakrishnan Nair,"""Assist. Prof, EE, IIT Bombay"""
Krishna Jagannathan,IIT Madras
Vitaly Feldman,Google Brain
Kunal Talwar,Google
Abhradeep Guha Thakurta,University of California Santa Cruz
Ilya Razenshteyn,Microsoft Research
Sebastien Bubeck,Microsoft Research
Ahmed Alaa,UCLA
Baoxiang Wang,The Chinese University of Hong Kong
Nidhi Hegde,Borealis AI
Ilai Bistritz,Stanford
Xi Chen,New York University
Nicholas Bambos,
Arun Jambulapati,Stanford University
Kevin Tian,Stanford University
Julaiti Alafate,University of California San Diego
Yoav S Freund,"University of California, San Diego"
Han Zhao,Carnegie Mellon University
Yao-Hung Hubert Tsai,Carnegie Mellon University
Geoffrey Gordon,MSR Montréal & CMU
Michal Derezinski,UC Berkeley
Andy Shih,UCLA / Stanford
Paul Beame,University of Washington
Antoine Amarilli,"LTCI, Télécom ParisTech"
Mahyar Fazlyab,University of Pennsylvania
Alexander Robey,University of Pennsylvania
Manfred Morari,University of Pennsylvania
George Pappas,University of Pennsylvania
Kai Zhong,Amazon
Prateek Jain,Microsoft Research
Shuai Zheng,Hong Kong University of Science and Technology / Amazon Web Services
Boyan Beronov,University of British Columbia
Nima Hamidi,Stanford University
Mohsen Bayati,Stanford University
Kapil Gupta,Airbnb
Moshe Shenfeld,Hebrew University of Jerusalem
Daniel Levy,Stanford University
Nikhil Ghosh,Caltech
Amin Jaber,Purdue University
Jiji Zhang,Lingnan University
Elias Bareinboim,Purdue
Vaden Masrani,University of British Columbia
Tuan Anh Le,MIT
Paul Hand,Northeastern University
Babhru Joshi,University of British Columbia
Daniele Calandriello,LCSL IIT/MIT
Josh Tobin,OpenAI
Wojciech Zaremba,OpenAI
Amir Abboud,IBM research
Hussein Houdrouge,Ecole Polytechnique
Rachel Cummings,Georgia Tech
Bhuvesh Kumar,Georgia Tech
Sam Taggart,Oberlin College
Jamie Morgenstern,University of Washington
Vaishnavh Nagarajan,Carnegie Mellon University
Mejbah Alam,Intel Labs
Justin Gottschlich,Intel Labs
Nesime Tatbul,Intel Labs and MIT
Javier Turek,Intel Labs
Tim Mattson,Intel
Abdullah Muzahid,Texas A&M University
Xingyu Cai,University of Connecticut
Tingyang Xu,Tencent AI Lab
Jinfeng Yi,JD Research
Sanguthevar Rajasekaran,University of Connecticut
Sandeep Kumar,Hong Kong University of Science and Technology
 Jiaxi  Ying,HKUST
Jose Vinicius de Miranda Cardoso,Universidade Federal de Campina Grande
Daniel Palomar,The Hong Kong University of Science and Technology
Chao Tao,Indiana University Bloomington
Saúl Blanco,Indiana University
Jian Peng,University of Illinois at Urbana-Champaign
Yu Tian,Rutgers
Long Zhao,Rutgers University
Xi Peng,University of Delaware
Dimitris Metaxas,Rutgers University
Pim de Haan,"Qualcomm AI Research, University of Amsterdam"
Dinesh Jayaraman,UC Berkeley
I Chien,UIUC
Olgica Milenkovic,University of Illinois at Urbana-Champaign
Amanda Gentzel,UMass Amherst
Dan Garant,C&S Wholesale Grocers
David Jensen,Univ. of Massachusetts
Zheng Li,Tsinghua University
Sanjay P. Bhat,Tata Consultancy Services Limited
Prashanth L.A.,IIT Madras
Lantao Yu,Stanford University
Tianhe Yu,Stanford University
Aviral Kumar,UC Berkeley
Justin Fu,UC Berkeley
Matthew Soh,UC Berkeley
Huong Ha,Deakin University
Santu Rana,Deakin University
Sunil Gupta,Deakin University
Thanh Nguyen,Deakin University
Hung Tran-The,Deakin University
Svetha Venkatesh,Deakin University
Avner May,Stanford University
Jian Zhang,Stanford University
Peter W Glynn,Stanford University
Jun Yan,Stanford
Ferran Alet,MIT
Erica Weng,MIT
Tomás Lozano-Pérez,MIT
Leslie Kaelbling,MIT
Rahaf Aljundi,"KU Leuven, Belgium"
Min Lin,MILA
Baptiste Goujaud,MILA
Susmit Jha,SRI
Sunny Raj,University of Central Florida
Steven Fernandes,University of Central Florida
Sumit K Jha,University of Central Florida
Somesh Jha,"University of Wisconsin, Madison"
Brian Jalaian,U.S. Army Research Laboratory
Rafael Pinot,Dauphine University - CEA LIST Institute
Laurent Meunier,Dauphine University - FAIR Paris
Alexandre Araujo,Université Paris-Dauphine
Florian Yger,Université Paris-Dauphine
Cedric Gouy-Pailler,CEA
Jamal Atif,Université Paris-Dauphine
Eugene Belilovsky,"Mila, University of Montreal"
Tinne Tuytelaars,KU Leuven
Laurent Charlin,MILA / U.Montreal
Massimo Caccia,MILA
Lucas Page-Caccia,McGill University
Rahul Gupta,Indian Institute of Science
Aditya Kanade,Indian Institute of Science
Shirish Shevade,iisc
Hugo Penedones,Google DeepMind
Damien Vincent,Google Brain
Hartmut Maennel,Google
Sylvain Gelly,Google Brain (Zurich)
Timothy A Mann,DeepMind
Andre Barreto,DeepMind
Gergely Neu,Universitat Pompeu Fabra
Sumith Kulal,Stanford University
Panupong Pasupat,Stanford University
Kartik  Chandra,Stanford University
Mina Lee,Stanford University
Oded Padon,Stanford University
Alex Aiken,Stanford University
Juncheng Li,Carnegie Mellon University
Shuhui Qu,Stanford University
Xinjian Li,Carnegie Mellon University
Joseph Szurley,Bosch Center for Artificial Intelligence
Florian Metze,Carnegie Mellon University
Muhammad Osama,Uppsala University
Dave Zachariah,Uppsala University
Peter Stoica,Uppsala University
Kolyan Ray,King's College London
Botond Szabo,Leiden University
Allan Grønlund,"Aarhus University, MADALGO"
Lior Kamma,Aarhus University
Kasper Green Larsen,Aarhus University
Alexander Mathiasen,Aarhus University
Jelani Nelson,UC Berkeley
Julian Zimmert,University of Copenhagen
Seongjun Yun,Korea university
Minbyul Jeong,Korea university
Raehyun Kim,Korea university
Jaewoo Kang,Korea University
Hyunwoo Kim,Korea University
Ji Feng,Sinovation Ventures
Qi-Zhi Cai,Sinovation Ventures
Fariborz Salehi,California Institute of Technology
Ehsan Abbasi,Caltech
Babak Hassibi,Caltech
Thomas Lucas,Inria
Konstantin Shmelkov,Huawei
Karteek Alahari,Inria
Cordelia Schmid,Inria / Google
Jakob Verbeek,INRIA
Fabian Latorre,EPFL
Armin eftekhari,EPFL
Yoan Russac,Ecole Normale Supérieure
Claire Vernade,Google DeepMind
Olivier Cappé,CNRS
Xi Lin,City University of Hong Kong
Hui-Ling Zhen,City University of Hong Kong
Zhenhua Li,National University of Singapore
Qing-Fu Zhang,
Sam Kwong,City Univeristy of Hong Kong
Etienne Boursier,ENS Paris Saclay
Vianney Perchet,ENS Paris-Saclay & Criteo AI Lab
Vighnesh Shiv,Microsoft Research
Chris Quirk,Microsoft Research
Paulina Grnarova,ETH Zurich
Aurelien Lucchi,ETH Zurich
Nathanael Perraudin,Swiss Data Science Center - EPFL / ETH Zurich
Thomas Hofmann,ETH Zurich
Radu Marinescu,IBM Research
Rina Dechter,UCI
Shuyue Hu,The Chinese University of Hong Kong
Chin-wing Leung,The Chinese University of Hong Kong
Ho-fung Leung,The Chinese University of Hong Kong
Ming Hou,RIKEN AIP
Jiajia Tang,Hangzhou Dianzi University / RIKEN AIP
Jianhai Zhang,Hangzhou Dianzi University
Wanzeng Kong,Hangzhou Dianzi University
Qibin Zhao,RIKEN AIP
Botao Hao,Purdue University
Zheng Wen,DeepMind
Emiel Hoogeboom,University of Amsterdam
Jorn Peters,University of Amsterdam
Rianne van den Berg,Google Brain
Mathieu Blondel,Google
Yatin Nandwani,Indian Institute Of Technology Delhi
Abhishek Pathak,"Indian Institute Of Technology, Delhi"
Mausam ,IIT Dehli
Parag Singla,Indian Institute of Technology Delhi
Mokhtar Z. Alaya,"LITIS Lab, University of Rouen"
Gilles Gasso,LITIS - INSA de Rouen
Zakaria Mhammedi,The Australian National University
Peter Grünwald,CWI and Leiden University
Jean-Baptiste Alayrac,Deepmind
Jonathan Uesato,DeepMind
Robert Stanforth,DeepMind
Yonathan Efroni,Technion
Nadav Merlis,Technion
Mohammad Ghavamzadeh,Facebook AI Research
Majid Abdolshah,Deakin University
Alistair Shilton,Deakin University
Pooria Joulani,DeepMind
David Widmann,Uppsala University
Suman Ravuri,DeepMind
Oriol Vinyals,Google DeepMind
Zhuozhuo Tu,The University of Sydney
Jingwei Zhang,Hong Kong University of Science and Technology & University of Sydney
Mark Rowland,DeepMind
Shayegan Omidshafiei,DeepMind
Karl Tuyls,DeepMind
Julien Perolat,DeepMind
Remi Munos,DeepMind
Tam Le,RIKEN AIP
Kenji Fukumizu,Institute of Statistical Mathematics / Preferred Networks / RIKEN AIP
Meelis Kull,University of Tartu
Miquel Perello Nieto,University of Bristol
Markus Kängsepp,University of Tartu
Telmo Silva Filho,Universidade Federal da Paraíba
Hao Song,University of Bristol
Peter Flach,University of Bristol
meyer scetbon,CREST-ENSAE
Hongge Chen,MIT
Duane Boning,Massachusetts Institute of Technology
Alexander Mott,DeepMind
Daniel Zoran,DeepMind
Mike Chrzanowski,Google Brain
Daan Wierstra,DeepMind Technologies
Danilo Jimenez Rezende,Google DeepMind
Beidi Chen,Rice University
Yingchen Xu,Airbnb
Anshumali Shrivastava,Rice University
Igor Colin,Huawei
Ludovic DOS SANTOS,Huawei
Kevin Scaman,Huawei Noah's Ark Lab
Biao Zhang,University of Edinburgh
Rico Sennrich,University of Edinburgh
Jean-Bastien Grill,Google DeepMind
Omar Darwiche Domingues,Inria
Pierre Menard,Inria
Cheng Tang,Amazon
Jerome Revaud,Naver Labs Europe
Cesar De Souza,NAVER LABS Europe
Martin Humenberger,Naver Labs Europe
Philippe Weinzaepfel,NAVER LABS Europe
Shin Matsushima,The University of Tokyo
Maria Brbic,Stanford University
Moses Charikar,Stanford University
Kirankumar Shiragur,Stanford University
Virginia Aglietti,University of Warwick
Edwin Bonilla,CSIRO's Data61
Theodoros Damoulas,University of Warwick & The Alan Turing Institute
Sally  Cripps,University of Sydney
Melissa Tan,Deepmind
Steven Hansen,DeepMind
Adrià Puigdomènech Badia,Google DeepMind
Gavin Buttimore,DeepMind
Charles Deck,Deepmind
Charles Blundell,DeepMind
Meera Pai,Indian Institute of Technology Bombay
Animesh Kumar,Indian Institute of Technology Bombay
Anna Harutyunyan,DeepMind
Thomas Mesnard,DeepMind
Mohammad Gheshlaghi Azar,DeepMind
Bilal Piot,DeepMind
Nicolas Heess,Google DeepMind
Daniel Kumor,Purdue University
Bryant Chen,Brex
NING MIAO,Bytedance
Hao Zhou,Bytedance
Chengqi Zhao,Bytedance
Wenxian Shi,Bytedance
Yitan Li,ByteDance.Inc
Lei Li,ByteDance
Michael Janner,UC Berkeley
Marvin Zhang,UC Berkeley
Marco Bressan,Sapienza University of Rome
Andrea Paudice,University of Milan
Fabio Vitale,University of Lille - INRIA Lille (France)
Sebastian Blaes,"Max-Planck Institute for Intelligent Systems, Tuebingen, Germany"
Marin Vlastelica Pogančić,Max Planck Institute for Intelligent Systems
Jiajie Zhu,Max Planck Institute for Intelligent Systems
Georg Martius,MPI for Intelligent Systems
Atalanti Mastakouri,Max Planck Institute for Intelligent Systems
Emile Mathieu,University of Oxford
Charline Le Lan,University of Oxford
Chris J. Maddison,"Institute for Advanced Study, Princeton"
Ryota Tomioka,Microsoft Research Cambridge
Andrei Kulunchakov,Inria
Julien Mairal,Inria
Nicole Muecke,University of Stuttgart
Lorenzo Rosasco,University of Genova- MIT - IIT
Arindam Banerjee,Voleon
Qilong Gu,University of Minnesota Twin Cities
Vidyashankar Sivakumar,University of Minnesota
Antonio Orvieto,ETH Zurich
Zhengyou Zhang,Tencent
Yulin Wang,Tsinghua University
Xuran Pan,Tsinghua University
Hong Zhang,Baidu Inc.
Yann Dauphin,Google AI
Xuhui Fan,University of New South Wales
Bin Li,Fudan University
Caoyuan Li,UTS
Scott SIsson,"University of New South Wales, Sydney"
Ling Chen,""" University of Technology, Sydney, Australia"""
Jathushan Rajasegaran,Inception Institute of Artificial Intelligence
Munawar Hayat,IIAI
Salman H Khan,Inception Institute of Artificial Intelligence
Fahad Shahbaz Khan,Inception Institute of Artificial Intelligence
Kiran Thekumparampil,Univ. of Illinois at Urbana-Champaign
Praneeth Netrapalli,Microsoft Research
Farnood Salehi,EPFL
William Trouleau,EPFL
Matthias Grossglauser,EPFL
Patrick Thiran,EPFL
Mickaël Chen,Sorbonne Université
Thierry Artières,Aix-Marseille Université
Ronald Ortner,Montanuniversitaet Leoben
Felipe Tobar,Universidad de Chile
Evgenii Chzhen,Université Paris-Est
Christophe Denis,Universite Paris Est
Mohamed Hebiri,Université Paris-Est--MLV
Luca Oneto,University of Genoa
Valerio Perrone,Amazon
Huibin Shen,Amazon
Matthias Seeger,Amazon
Cedric Archambeau,Amazon
Rodolphe Jenatton,Google Brain
Edoardo Manino,University of Southampton
Nicholas Jennings,"Imperial College, London"
Ruibo Tu,KTH Royal Institute of Technology
Bo Bertilson,KI Karolinska Institutet
Hedvig Kjellstrom,KTH Royal Institute of Technology
Cheng Zhang,"Microsoft Research, Cambridge, UK"
Jonas Kubilius,"MIT, KU Leuven, Three Thirds"
Martin Schrimpf,MIT
Ha Hong,Bay Labs Inc.
Najib Majaj,NYU
Rishi Rajalingham,MIT
Elias Issa,Columbia University
Kohitij Kar,MIT
Pouya Bashivan,MIT
Jonathan Prescott-Roy,MIT
Kailyn Schmidt,MIT
Daniel Bear,Stanford University
Daniel Yamins,Stanford University
James J DiCarlo,Massachusetts Institute of Technology
Yair Marom,University of Haifa
Stefan Meintrup,TU Dortmund
Alexander Munteanu,TU Dortmund
Dennis Rohde,TU Dortmund
Andrei Nicolicioiu,Bitdefender
Iulia Duta,Bitdefender
Marius Leordeanu,Institute of Mathematics of the Romanian Academy
Bertrand Charpentier,Technical University of Munich
Marin Biloš,Technical University of Munich
Jonas Rauber,University of Tübingen
Matthias Kümmerer,University of Tübingen
Ivan Ustyuzhaninov,University of Tübingen
David Gamarnik,Massachusetts Institute of Technology
Julia Gaudio,Massachusetts Institute of Technology
Ruichu Cai,Guangdong University of Technology
Feng Xie,Guangdong University of Technology
Clark Glymour,Carnegie Mellon University
Zhifeng Hao,Guangdong University of Technology
Alberto Bietti,Inria
Muhammad Muzammal Naseer,Australian National University (ANU)
Muhammad Haris Khan,Inception Institute of Artificial Intelligence
Fatih Porikli,ANU
Don Dennis,Carnegie Mellon University
Durmus Alp Emre Acar,Boston University
Vikram Mandikal,The University of Texas at Austin
Vinu Sankar Sadasivan,Indian Institute of Technology Gandhinagar
Harsha Vardhan Simhadri,Microsoft Research
Ayoub Belhadji,Ecole Centrale de Lille
Pierre Chainais,Centrale Lille / CRIStAL CNRS UMR 9189
Yiwei Liu,Beijing institute of technology
Jiamou Liu,University of Auckland
Zijian Zhang,Beijing Institute of Technology
Liehuang Zhu,Beijing Institute of Technology
Angsheng Li,Beihang University
Carl Doersch,DeepMind
Bjarne Sievers,Hasso-Plattner-Institut
Jonathan Sauder,Hasso Plattner Institute
Tristan Milne,University of Toronto
Alessandro Barp,Imperial College London
Francois-Xavier Briol,University of Cambridge
Andrew Duncan,Imperial College London
James P Bailey,Texas A&M University
Amit Daniely,Hebrew University and Google Research
Elad Granot,Hebrew University
Maksym Andriushchenko,University of Tübingen / EPFL
Matthias Hein,University of Tübingen
Ruiqi Gao,Peking University
Tianle Cai,Peking University
Haochuan Li,MIT
Kishor Jothimurugan,University of Pennsylvania
Rajeev Alur,University of Pennsylvania
Osbert Bastani,University of Pennysylvania
Diana Borsa,DeepMind
Shaobo Hou,DeepMind
Gheorghe Comanici,DeepMind
Eser Aygün,DeepMind
Philippe Hamel,Deepmind
Daniel Toyama,DeepMind
Jonathan hunt,DeepMind
Shibl Mourad,Google
Li Dong,Microsoft Research
Nan Yang,Microsoft Research Asia
Wenhui Wang,Microsoft Research
Furu Wei,Microsoft Research Asia
Xiaodong Liu,Microsoft
Jianfeng Gao,"Microsoft Research, Redmond, WA"
Hsiao-Wuen Hon,Microsoft Research
Andrea Celli,Politecnico di Milano
Alberto Marchesi,Politecnico di Milano
Tommaso Bianchi,Politecnico di Milano
Nicola Gatti,Politecnico di Milano
Zebang Shen,University of Pennsylvania
Justin Cosentino,Tsinghua University
Giulia Denevi,IIT & UNIGE
Dimitris Stamos,University College London
Thomas Moreau,Inria
Tom Eccles,DeepMind
Yoram Bachrach,
Guy Lever,Google DeepMind
Angeliki Lazaridou,DeepMind
Thore Graepel,DeepMind
Sebastian Ruder,DeepMind
Lingpeng Kong,DeepMind
Dani Yogatama,DeepMind
Wesley J Maddox,New York University
Pavel Izmailov,New York University
Timur Garipov,MIT
Andrew Gordon Wilson,New York University
Nikita Ivkin,Amazon
Daniel Rothchild,UC Berkeley
Enayat Ullah,Johns Hopkins University
Vladimir braverman,Johns Hopkins University
Ion Stoica,UC Berkeley
Rodolfo Corona Rodriguez,UC Berkeley
Zeynep Akata,University of Amsterdam
Stephan Alaniz,University of Amsterdam
David Farrow,Carnegie Mellon University
Maria Jahja,Carnegie Mellon University
Roni Rosenfeld,Carnegie Mellon University
Sepideh Mahabadi,Toyota Technological Institute at Chicago
Sariel Har-Peled,University of Illinois at Urbana-Champaign
Arnak Dalalyan,ENSAE ParisTech
Philip Thompson,ENSAE ParisTech - Centre for Research in Economics and Statistic
Guannan Zhang,Oak Ridge National Laboratory
Jiaxin Zhang,Oak Ridge National Laboratory
Jacob Hinkle,Oak Ridge National Lab
Yi Chern Tan,Yale University
L. Elisa Celis,Yale University
Jianhao Peng,University of Illinois at Urbana Champaign
Abhishek Agarwal,University of Illinois at Urbana Champaign
Ngoc-Trung Tran,Singapore University of Technology and Design
Viet-Hung Tran,Singapore University of Technology and Design
Bao-Ngoc Nguyen,Singapore University of Technology and Design
Linxiao Yang,University of Electronic Science  and Technology of China; Singapore University of Technology and Design
Ngai-Man,Man) Cheung (Singapore University of Technology and Design
Tharun Kumar Reddy Medini,Rice University
Qixuan Huang,Rice University
Yiqiu Wang,Massachusetts Institute of Technology
Vijai Mohan,www.amazon.com
Dong Yin,UC Berkeley
Raphael Gontijo Lopes,Google Brain
Ekin Dogus Cubuk,Google Brain
Justin Gilmer,Google Brain
Gabriel Loaiza-Ganem,Columbia University
John Cunningham,Columbia University
Borja Balle,DeepMind
Gilles Barthe,Max Planck Institute
Joseph Geumlek,"University of California, San Diego"
Jean Pouget-Abadie,Google
Kevin Aydin,Google
Warren Schudy,Google
Kay Brodersen,Google
Mahmoud,"""Mido"") Assran (McGill University / Facebook AI Research"
Joshua Romoff,McGill University
Nicolas Ballas,Facebook FAIR
Mike Rabbat,Facebook FAIR
Tsendsuren Munkhdalai,Microsoft Research
TONG WANG,Microsoft Research Montreal
Adam Trischler,Microsoft
Mohammad Sadegh Talebi,Inria
Johannes Klicpera,Technical University of Munich
Stefan Weißenberger,Technical University of Munich
Sean Perkins,Columbia University
Karen Schroeder,Columbia University
Mark Churchland,Columbia University
Yixin Wang,Columbia University
Lei Wu,Princeton University
Qingcan Wang,"Program in Applied and Computational Mathematics, Princeton University"
Chao Ma,Princeton University
Jalaj Upadhyay,Apple
He Lyu,Michigan State University
Ningyu Sha,MSU
Shuyang Qin,Michigan State University
Ming Yan,Michigan State University
Yuying Xie,Michigan State University
Rongrong Wang,Michigan State University
Junzhe Zhang,Columbia University
Cagatay Yildiz,Aalto University
Markus Heinonen,Aalto University
Harri Lahdesmaki,Aalto University
Se-Young Yun,KAIST
Alexandre Proutiere,KTH
Dexiong Chen,Inria
Laurent Jacob,CNRS
Chhavi Yadav,"Walmart Labs, NYU"
John Lee,Georgia Institute of Technology
Max Dabagia,Georgia Institute of Technology
Eva Dyer,Georgia Institute of Technology
Christopher Rozell,Georgia Institute of Technology
Zhizhou Ren,Tsinghua University
Kefan Dong,Tsinghua University
Karol Gregor,DeepMind
Frederic Besse,DeepMind
Yan Wu,DeepMind
Hamza Merzic,DeepMind
Aaron van den Oord,Google Deepmind
Yoav Wald,Hebrew University / Google
Nofar Noy,Hebrew University
Gal Elidan,Google
Ami Wiesel,"Google Research and The Hebrew University of Jerusalem, Israel"
Enrique Sanchez,Samsung AI Centre
Georgios Tzimiropoulos,Samsung AI Centre | University of Nottingham
Biwei Huang,Carnegie Mellon University
Pengtao Xie,Petuum / CMU
Amirmohammad Rooshenas,University of Massachusetts Amherst
Dongxu Zhang,University of Massachusetts Amherst
Gopal Sharma,University of Massachusetts Amherst
Andrew McCallum,UMass Amherst
Ashia Wilson,UC Berkeley
Jose A. Arjona-Medina,"LIT AI Lab, Institute for Machine Learning, Johannes Kepler University Linz, Austria"
Michael Gillhofer,LIT AI Lab / University Linz
Michael Widrich,LIT AI Lab / University Linz
Thomas Unterthiner,Google Research
Johannes Brandstetter,LIT AI Lab / University Linz
Sepp Hochreiter,LIT AI Lab / University Linz / IARAI
Jenny Liu,"Vector Institute, University of Toronto"
Jamie Kiros,Google Inc.
Kevin Swersky,Google
Ann-Kathrin Dombrowski,TU Berlin
Maximillian Alber,TU Berlin
Christopher Anders,Technische Universität Berlin
Marcel Ackermann,HHI
Klaus-Robert Müller,TU Berlin
Pan Kessel,TU Berlin
Kshitij Patel,Indian Institute of Technology Kanpur
